SystemCode;Sum;EDNo;EDDate;EDAuthor;Priority;TransKind;AccDocDate;AccDocNo;PayerName;PayerBIC;PayerCorrespAcc;PayeeName;PayeeBIC;PayeeCorrespAcc;Purpose
02;97;175;2022-12-18;4583001999;1;01;1994-11-15;30;ЧУВАШСКОЕ ОТДЕЛЕНИЕ N8613 ПАО СБЕРБАНК;041403633;30101810300000000609;БЕЛГОРОДСКОЕ ОТДЕЛЕНИЕ N8592 ПАО СБЕРБАНК;049706609;30101810100000000633;Назначение платежа? Например, порядковый номер ED101 = 175
02;20;176;2022-12-18;4583001999;1;01;1994-11-15;30;ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ БАНК ПАО СБЕРБАНК;042007681;30101810600000000681;ИВАНОВСКОЕ ОТДЕЛЕНИЕ N 8639 ПАО СБЕРБАНК;042406608;30101810000000000608;Назначение платежа? Например, порядковый номер ED101 = 176
02;28;177;2022-12-18;4583001999;1;01;1994-11-15;30;ТВЕРСКОЕ ОТДЕЛЕНИЕ N8607 ПАО СБЕРБАНК;042809679;30101810700000000679;КОСТРОМСКОЕ ОТДЕЛЕНИЕ N 8640 ПАО СБЕРБАНК;043469623;30101810200000000623;Назначение платежа? Например, порядковый номер ED101 = 177
02;38;178;2022-12-18;4583001999;1;01;1994-01-20;30;КУРСКОЕ ОТДЕЛЕНИЕ N8596 ПАО СБЕРБАНК;043807606;30101810300000000606;ЛИПЕЦКОЕ ОТДЕЛЕНИЕ N8593 ПАО СБЕРБАНК;044206604;30101810800000000604;Назначение платежа? Например, порядковый номер ED101 = 178
02;61;179;2022-12-18;4583001999;1;01;1994-09-27;30;РЯЗАНСКОЕ ОТДЕЛЕНИЕ N 8606 ПАО СБЕРБАНК;046126614;30101810500000000614;СМОЛЕНСКОЕ ОТДЕЛЕНИЕ N8609 ПАО СБЕРБАНК;046614632;30101810000000000632;Назначение платежа? Например, порядковый номер ED101 = 179
02;68;180;2022-12-18;4583001999;1;01;1994-01-20;30;ТАМБОВСКОЕ ОТДЕЛЕНИЕ N8594 ПАО СБЕРБАНК;046850649;30101810800000000649;ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК;047003608;30101810300000000608;Назначение платежа? Например, порядковый номер ED101 = 180
02;08;181;2022-12-18;4583001999;1;01;1994-01-20;30;ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБАНК;040813608;30101810600000000608;СЕВЕРО-ВОСТОЧНОЕ ОТДЕЛЕНИЕ N8645 ПАО СБЕРБАНК;044442607;30101810300000000607;Назначение платежа? Например, порядковый номер ED101 = 181
02;98;182;2022-12-18;4583001999;1;01;1994-01-20;30;ЯКУТСКОЕ ОТДЕЛЕНИЕ N8603 ПАО СБЕРБАНК;041909644;30101810400000000609;ВОЛОГОДСКОЕ ОТДЕЛЕНИЕ N8638 ПАО СБЕРБАНК;049805609;30101810900000000644;Назначение платежа? Например, порядковый номер ED101 = 182
02;49;183;2022-12-18;4583001999;1;01;1994-11-15;30;НОВГОРОДСКОЕ ОТДЕЛЕНИЕ N 8629 ПАО СБЕРБАНК;044959698;30101810100000000698;КАРЕЛЬСКОЕ ОТДЕЛЕНИЕ N8628 ПАО СБЕРБАНК;048602673;30101810600000000673;Назначение платежа? Например, порядковый номер ED101 = 183
02;87;184;2022-12-18;4583001999;1;01;1994-01-20;30;КОМИ ОТДЕЛЕНИЕ N8617 ПАО СБЕРБАНК;048702640;30101810400000000640;КЕМЕРОВСКОЕ ОТДЕЛЕНИЕ N8615 ПАО СБЕРБАНК;043207612;30101810200000000612;Назначение платежа? Например, порядковый номер ED101 = 184
02;52;185;2022-12-18;4583001999;1;01;1994-01-20;30;ОМСКОЕ ОТДЕЛЕНИЕ N 8634 ПАО СБЕРБАНК;045209673;30101810900000000673;ТОМСКОЕ ОТДЕЛЕНИЕ N8616 ПАО СБЕРБАНК;046902606;30101810800000000606;Назначение платежа? Например, порядковый номер ED101 = 185
02;81;186;2022-12-18;4583001999;1;01;1994-01-20;30;БУРЯТСКОЕ ОТДЕЛЕНИЕ N8601 ПАО СБЕРБАНК;048142604;30101810400000000604;КУРГАНСКОЕ ОТДЕЛЕНИЕ N8599 ПАО СБЕРБАНК;043735650;30101810100000000650;Назначение платежа? Например, порядковый номер ED101 = 186
02;49;187;2022-12-18;4583001999;1;01;2000-10-27;30;НОВГОРОДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";044959722;30101810500000000722;УРАЛЬСКИЙ БАНК ПАО СБЕРБАНК;046577674;30101810500000000674;Назначение платежа? Например, порядковый номер ED101 = 187
02;75;188;2022-12-18;4583001999;1;01;1994-07-29;30;ЧЕЛЯБИНСКОЕ ОТДЕЛЕНИЕ N8597 ПАО СБЕРБАНК;047501602;30101810700000000602;АСТРАХАНСКОЕ ОТДЕЛЕНИЕ N8625 ПАО СБЕРБАНК;041203602;30101810500000000602;Назначение платежа? Например, порядковый номер ED101 = 188
02;18;189;2022-12-18;4583001999;1;01;1994-01-20;30;ВОЛГОГРАДСКОЕ ОТДЕЛЕНИЕ №8621 ПАО СБЕРБАНК;044525182;30101810100000000647;АО "НДБанк";041806647;30101810445250000182;Назначение платежа? Например, порядковый номер ED101 = 189
02;45;190;2022-12-18;4583001999;1;01;1995-02-01;20;Джей энд Ти Банк (АО);044525588;30101810845250000588;РФ АО "Россельхозбанк" - "ЦКБ";044525720;30101810645250000720;Назначение платежа? Например, порядковый номер ED101 = 190
02;45;191;2022-12-18;4583001999;1;01;1996-10-01;20;"Русьуниверсалбанк" (ООО);044525674;30101810445250000674;БАШКИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;048073948;30101810980730000948;Назначение платежа? Например, порядковый номер ED101 = 191
02;65;192;2022-12-18;4583001999;1;01;2011-11-11;30;Ф-л Азиатско-Тихоокеанский Банк АО в г.Екат-г;046577418;30101810465770000418;ПАО АКБ "Металлинвестбанк";044525176;30101810300000000176;Назначение платежа? Например, порядковый номер ED101 = 192
02;45;193;2022-12-18;4583001999;1;01;2020-07-06;30;Московский филиал ООО КБ "Дружба";044525310;30101810945250000310;ООО НКО "МОБИ.Деньги";044525678;30103810245250000678;Назначение платежа? Например, порядковый номер ED101 = 193
02;45;194;2022-12-18;4583001999;1;01;2010-08-27;30;Филиал ООО Банк Оранжевый в г. Москве;044525917;30101810445250000917;"Нацинвестпромбанк" (АО);044525413;30101810745250000413;Назначение платежа? Например, порядковый номер ED101 = 194
02;45;195;2022-12-18;4583001999;1;01;2011-04-07;30;Филиал ПАО "Норвик Банк" в Москве;044525379;30101810245250000379;Банк Глобус (АО);044525473;30101810345250000473;Назначение платежа? Например, порядковый номер ED101 = 195
02;45;196;2022-12-18;4583001999;1;01;2014-07-17;20;ООО "КЭБ ЭйчЭнБи Банк";044525901;30101810500000000808;АО КБ "Соколовский";044525808;30101810545250000901;Назначение платежа? Например, порядковый номер ED101 = 196
02;45;197;2022-12-18;4583001999;1;01;2004-02-19;20;"Коммерческий Индо Банк" ООО;044525500;30101810400000000500;Московский филиал АО "Солид Банк";044525795;30101810845250000795;Назначение платежа? Например, порядковый номер ED101 = 197
02;45;198;2022-12-18;4583001999;1;01;2017-06-21;90;КУ АКИБ "ОБРАЗОВАНИЕ" (АО) - ГК "АСВ";044525719;30101810245250000719;КУ БАНК "СОЛИДАРНОСТЬ" АО - ГК "АСВ";044525664;30101810345250000664;Назначение платежа? Например, порядковый номер ED101 = 198
02;45;199;2022-12-18;4583001999;1;01;1994-05-10;20;ООО "АТБ" Банк;044525097;30101810145250000097;Эс-Би-Ай Банк ООО;044525265;30101810045250000265;Назначение платежа? Например, порядковый номер ED101 = 199
02;45;200;2022-12-18;4583001999;1;01;2016-06-01;99;Мосгоризбирком;278000785;40202810145250000096;АО "ПроБанк";044525203;30101810845250000203;Назначение платежа? Например, порядковый номер ED101 = 200
02;45;201;2022-12-18;4583001999;1;01;2002-09-13;20;КБ "РБА" (ООО);044525082;30101810545250000082;Московский филиал ПАО "МЕТКОМБАНК";044525200;30101810945250000200;Назначение платежа? Например, порядковый номер ED101 = 201
02;45;202;2022-12-18;4583001999;1;01;2003-12-11;30;Московский филиал АО Банк "ПСКБ";044525606;30101810345250000606;ООО КБ "Столичный Кредит";044525683;30101810000000000683;Назначение платежа? Например, порядковый номер ED101 = 202
02;45;203;2022-12-18;4583001999;1;01;2004-04-05;20;Банк "РЕСО Кредит" (АО);049205910;30101810545250000451;КАЗАНСКИЙ ФИЛИАЛ АО "АВТОГРАДБАНК";044525451;30101810500000000910;Назначение платежа? Например, порядковый номер ED101 = 203
02;07;204;2022-12-18;4583001999;1;01;2006-10-05;30;ФИЛИАЛ №4 ПАО КБ "ЦЕНТР-ИНВЕСТ";040702734;30101810400000000734;АКБ "Энергобанк" (АО);049205770;30101810300000000770;Назначение платежа? Например, порядковый номер ED101 = 204
02;45;205;2022-12-18;4583001999;1;01;1994-07-29;20;"Банк Кремлевский" ООО;044525196;30101810745250000196;АО "НК Банк";044525278;30101810045250000278;Назначение платежа? Например, порядковый номер ED101 = 205
02;45;206;2022-12-18;4583001999;1;01;2021-05-26;20;ООО РНКО "Металлург";044525125;30103810345250000125;Ликвидатор АБ "АСПЕКТ" (АО) - ГК "АСВ";044525401;30101810800000000401;Назначение платежа? Например, порядковый номер ED101 = 206
02;45;207;2022-12-18;4583001999;1;01;2016-10-10;90;КУ КБ "ДС-БАНК" (ООО);044525188;30101810245250000188;Азия-Инвест Банк (АО);044525234;30101810445250000234;Назначение платежа? Например, порядковый номер ED101 = 207
02;45;208;2022-12-18;4583001999;1;01;1994-09-20;20;"ЗИРААТ БАНК (МОСКВА)" (АО);044525116;30101810700000000116;АО Банк "Развитие-Столица";044525984;30101810000000000984;Назначение платежа? Например, порядковый номер ED101 = 208
02;45;209;2022-12-18;4583001999;1;01;1994-06-15;20;АКБ "Трансстройбанк" (АО);044525326;30101810845250000326;НКО НКЦ (АО);044525646;30103810345250000646;Назначение платежа? Например, порядковый номер ED101 = 209
02;4500;210;2022-12-18;4583001999;1;01;1995-09-22;20;АО БАНК "МОСКВА-СИТИ";044525860;30101810345250000800;"Республиканский Кредитный Альянс" ООО;044525800;30101810945250000860;Назначение платежа? Например, порядковый номер ED101 = 210
02;45;211;2022-12-18;4583001999;1;01;2006-10-02;20;АО "Эм-Ю-Эф-Джи Банк (Евразия)";044525361;30101810500000000361;АО КБ "КОСМОС";044525254;30101810645250000254;Назначение платежа? Например, порядковый номер ED101 = 211
02;45;212;2022-12-18;4583001999;1;01;1994-01-20;20;ПАО Банк "ФК Открытие";044525985;30101810300000000985;КБ "Максима" (ООО);044525435;30101810545250000435;Назначение платежа? Например, порядковый номер ED101 = 212
02;45;213;2022-12-18;4583001999;1;01;2002-07-12;30;Московский филиал Таврического Банка (АО);044525520;30101810845250000520;Филиал "Корпоративный" ПАО "Совкомбанк";044525360;30101810445250000360;Назначение платежа? Например, порядковый номер ED101 = 213
02;20;214;2022-12-18;4583001999;1;01;1995-09-22;30;ФИЛИАЛ "СДМ-БАНК" (ПАО) В Г.ВОРОНЕЖЕ;042007778;30101810500000000778;Московский филиал АО "БКС Банк";044525099;30101810745250000099;Назначение платежа? Например, порядковый номер ED101 = 214
02;45;215;2022-12-18;4583001999;1;01;2019-03-18;20;АО "БКС Банк";044525631;30101810145250000631;АО НКО "ЭЛЕКСНЕТ";044525133;30103810845250000133;Назначение платежа? Например, порядковый номер ED101 = 215
02;49;216;2022-12-18;4583001999;1;01;1994-01-20;20;ПАО УКБ "НОВОБАНК";044959746;30101810900000000746;ФПИ;278000689;40503810645250000091;Назначение платежа? Например, порядковый номер ED101 = 216
02;40;217;2022-12-18;4583001999;1;01;2000-05-19;30;ФИЛИАЛ "СДМ-БАНК"(ПАО) В Г.САНКТ-ПЕТЕРБУРГЕ;040407686;30101810000000000878;Ликвидатор НКО Красноярский Краевой Расчетный Центр (ООО);044030878;30103810700000000686;Назначение платежа? Например, порядковый номер ED101 = 217
02;45;218;2022-12-18;4583001999;1;01;2001-05-25;90;КУ НКО ООО "АРБ-ИНКАСС" - ГК "АСВ";044525170;30103810345250000170;Ликвидатор КБ "МКБ" (АО) - ГК "АСВ";044525319;30101810645250000319;Назначение платежа? Например, порядковый номер ED101 = 218
02;45;219;2022-12-18;4583001999;1;01;2005-08-29;20;НКО "ИНКАХРАН" (АО);044525934;30103810345250000934;Ликвидатор АКБ "РЕСУРС-ТРАСТ" (АО);044525919;30101810045250000919;Назначение платежа? Например, порядковый номер ED101 = 219
02;45;220;2022-12-18;4583001999;1;01;2007-09-24;20;"Мерседес-Бенц Банк Рус" ООО;044525159;30101810000000000159;ФИЛИАЛ "СДМ-БАНК" (ПАО) В Г.ПЕРМИ;045773843;30101810357730000843;Назначение платежа? Например, порядковый номер ED101 = 220
02;36;221;2022-12-18;4583001999;1;01;1994-01-20;30;ПОВОЛЖСКИЙ БАНК ПАО СБЕРБАНК;043601607;30101810200000000607;Избирательная комиссия Новосибирской области;250000313;40301810600000000001;Назначение платежа? Например, порядковый номер ED101 = 221
02;50;222;2022-12-18;4583001999;1;01;2009-05-07;30;ФИЛИАЛ "ЦЕНТРАЛЬНЫЙ" ПАО "СОВКОМБАНК";045004763;30101810150040000763;СИБИРСКИЙ ФИЛИАЛ АО "РАЙФФАЙЗЕНБАНК";045004799;30101810300000000799;Назначение платежа? Например, порядковый номер ED101 = 222
02;45;223;2022-12-18;4583001999;1;01;2008-05-29;30;Московский филиал АО "Банк "Агророс";044525688;30101810745250000688;БАНК "МСКБ" (АО);044705768;30101810600000000768;Назначение платежа? Например, порядковый номер ED101 = 223
02;45;224;2022-12-18;4583001999;1;01;2020-03-25;30;Филиал "ПростоБанк" Банка "КУБ" (АО);044525148;30101810245250000858;Банк СОЮЗ (АО);044525858;30101810845250000148;Назначение платежа? Например, порядковый номер ED101 = 224
02;50;225;2022-12-18;4583001999;1;01;1995-01-10;30;СИБИРСКИЙ БАНК ПАО СБЕРБАНК;045004641;30101810500000000641;Ф-Л БАНКА ГПБ (АО) "ЗАПАДНО-СИБИРСКИЙ";045004783;30101810400000000783;Назначение платежа? Например, порядковый номер ED101 = 225
02;50;226;2022-12-18;4583001999;1;01;1994-12-09;30;НФ АКБ "ЛАНТА-БАНК" (АО);045004837;30101810000000000837;ПАО "МОСКОВСКИЙ КРЕДИТНЫЙ БАНК";044525659;30101810745250000659;Назначение платежа? Например, порядковый номер ED101 = 226
02;45;227;2022-12-18;4583001999;1;01;1995-01-26;20;АО "Экспобанк";044525460;30101810345250000460;Федеральное казначейство;016081973;40105810200000007900;Назначение платежа? Например, порядковый номер ED101 = 227
02;45;228;2022-12-18;4583001999;1;01;1996-12-10;20;НКО АО НРД;044525505;30105810345250000505;КУ АКБ "МИРЪ" (АО) - ГК "АСВ";044525660;30101810145250000660;Назначение платежа? Например, порядковый номер ED101 = 228
02;65;229;2022-12-18;4583001999;1;01;2000-01-01;99;Чкаловская районная территориальная избирательная комиссия города Екатеринбурга;265000477;40202810400000000029;КУ РОСКОМСНАББАНК (ПАО) - ГК "АСВ";048073842;30101810800000000842;Назначение платежа? Например, порядковый номер ED101 = 229
02;28;230;2022-12-18;4583001999;1;01;2003-05-07;30;ФИЛИАЛ "СДМ-БАНК" (ПАО) В Г. ТВЕРИ;042809921;30101810500000000921;Филиал АО "Экспобанк" в г. Южно-Сахалинске;046401444;30101810864010000444;Назначение платежа? Например, порядковый номер ED101 = 230
02;38;231;2022-12-18;4583001999;1;01;2020-03-06;30;Центрально-Черноземный Филиал АО "Экспобанк";045004861;30101810345250000330;Филиал АО "Экспобанк" в г. Новосибирске;043807330;30101810450040000861;Назначение платежа? Например, порядковый номер ED101 = 231
02;18;232;2022-12-18;4583001999;1;01;2001-11-12;30;ВОЛГОГРАДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";041806863;30101810900000000863;УФК по Хабаровскому краю;040886101;40116810300000010029;Назначение платежа? Например, порядковый номер ED101 = 232
02;18;233;2022-12-18;4583001999;1;01;2007-11-06;30;ВОЛГОГРАДСКИЙ ФИЛИАЛ АО КБ "СИТИБАНК";041806898;30101810700000000898;КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК;042908612;30101810100000000612;Назначение платежа? Например, порядковый номер ED101 = 233
02;22;234;2022-12-18;4583001999;1;01;1994-01-20;20;АО КОМБАНК "АРЗАМАС";042202731;30101810522020000731;АО "УГЛЕМЕТБАНК";047501787;30101810275010000787;Назначение платежа? Например, порядковый номер ED101 = 234
02;75;235;2022-12-18;4583001999;1;01;1994-01-20;20;БАНК "КУБ" (АО);047516949;30101810700000000949;ПАО "БАНК "ЕКАТЕРИНБУРГ";046577904;30101810500000000904;Назначение платежа? Например, порядковый номер ED101 = 235
02;83;236;2022-12-18;4583001999;1;01;2001-07-27;30;КАБАРДИНО-БАЛКАРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048327710;30101810100000000710;ФИЛИАЛ "ЮЖНЫЙ" АО КБ "ИС БАНК";043510111;30101810135100000111;Назначение платежа? Например, порядковый номер ED101 = 236
02;47;237;2022-12-18;4583001999;1;01;1994-01-20;30;МУРМАНСКОЕ ОТДЕЛЕНИЕ N8627 ПАО СБЕРБАНК;044705615;30101810300000000615;Ф-л Банка ГПБ (АО) "Приволжский";042202764;30101810700000000764;Назначение платежа? Например, порядковый номер ED101 = 237
02;22;238;2022-12-18;4583001999;1;01;2002-02-08;30;Ф-л Приволжский ПАО Банк "ФК Открытие";040702615;30101810300000000881;СТАВРОПОЛЬСКОЕ ОТДЕЛЕНИЕ N5230 ПАО СБЕРБАНК;042282881;30101810907020000615;Назначение платежа? Например, порядковый номер ED101 = 238
02;22;239;2022-12-18;4583001999;1;01;1994-01-20;30;ВОЛГО-ВЯТСКИЙ БАНК ПАО СБЕРБАНК;042202603;30101810900000000603;АО АКИБ "ПОЧТОБАНК";045773705;30101810400000000705;Назначение платежа? Например, порядковый номер ED101 = 239
02;45;240;2022-12-18;4583001999;1;01;1995-07-10;20;ИНВЕСТТОРГБАНК АО;044525267;30101810645250000267;АО "ИТ Банк";045209702;30101810750045209702;Назначение платежа? Например, порядковый номер ED101 = 240
02;45;241;2022-12-18;4583001999;1;01;1994-01-20;20;АО "МИнБанк";044525600;30101810300000000600;СФ АО "СМП БАНК";044030783;30101810700000000783;Назначение платежа? Например, порядковый номер ED101 = 241
02;82;242;2022-12-18;4583001999;1;01;1994-11-15;20;РНКО "ПРОМСВЯЗЬИНВЕСТ" (ООО);048209395;30103810982090000395;ФИЛИАЛ "ДЕЛО" ПАО БАНК СИНАРА;046577743;30101810965770000743;Назначение платежа? Например, порядковый номер ED101 = 242
02;47;243;2022-12-18;4583001999;1;01;1999-08-27;20;ООО НКО "МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР";044705301;30103810900000000301;ООО ПНКО "ЭЛПЛАТ";049401758;30103810822029400758;Назначение платежа? Например, порядковый номер ED101 = 243
02;60;244;2022-12-18;4583001999;1;01;2007-12-29;30;ЮЖНЫЙ ФИЛИАЛ АО "БАНК ИНТЕЗА";046015064;30101810460150000064;БАЙКАЛЬСКИЙ БАНК ПАО СБЕРБАНК;042520607;30101810900000000607;Назначение платежа? Например, порядковый номер ED101 = 244
02;45;245;2022-12-18;4583001999;1;01;1994-01-20;90;Ликвидационная комиссия ООО КБ "Альба Альянс";284000103;30101810145250000288;Избирательная комиссия Республики Алтай;044525288;40301810500000000001;Назначение платежа? Например, порядковый номер ED101 = 245
02;38;246;2022-12-18;4583001999;1;01;1997-11-05;99;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ КУРСКОЙ ОБЛАСТИ;238000020;40301810200000000062;АО "КУЗНЕЦКБИЗНЕСБАНК";043209740;30101810600000000740;Назначение платежа? Например, порядковый номер ED101 = 246
02;60;247;2022-12-18;4583001999;1;01;2004-12-23;30;ЮЖНЫЙ ФИЛИАЛ ПАО РОСБАНК;046015239;30101810400000000239;Филиал РРУ АО "МИнБанк";046015234;30101810900000000234;Назначение платежа? Например, порядковый номер ED101 = 247
02;03;248;2022-12-18;4583001999;1;01;1998-01-15;20;ЮГ-ИНВЕСТБАНК (ПАО);040349966;30101810600000000966;ПАО "ТОМСКПРОМСТРОЙБАНК";046902728;30101810500000000728;Назначение платежа? Например, порядковый номер ED101 = 248
02;45;249;2022-12-18;4583001999;1;01;2016-08-04;20;ООО "НКО "ЭЛЕКСИР";044525054;30103810445250000054;ФИЛИАЛ "НОВОСИБИРСКИЙ" АО "АЛЬФА-БАНК";045004774;30101810600000000774;Назначение платежа? Например, порядковый номер ED101 = 249
02;45;250;2022-12-18;4583001999;1;01;2021-03-01;90;Ликвидационная комиссия АО РНКО "Синергия";044525926;30103810845250000926;АО ЕАТПБАНК;041203715;30101810400000000715;Назначение платежа? Например, порядковый номер ED101 = 250
02;03;251;2022-12-18;4583001999;1;01;1994-01-20;20;КБ "КУБАНЬ КРЕДИТ" ООО;040349722;30101810200000000722;Ликвидатор ООО КБ "ПЛАТИНА" - ГК "АСВ";044525931;30101810845250000931;Назначение платежа? Например, порядковый номер ED101 = 251
02;45;252;2022-12-18;4583001999;1;01;2014-02-11;90;КУ АБ "БПФ" (ЗАО)-ГК "АСВ";041203711;30101810845250000672;Ликвидатор АО Банк "ККБ" - ГК "АСВ";044525672;30101810200000000711;Назначение платежа? Например, порядковый номер ED101 = 252
02;98;253;2022-12-18;4583001999;1;01;1994-01-20;20;АКБ "АЛМАЗЭРГИЭНБАНК" АО;049805770;30101810300000000770;КРАСНОДАРСКИЙ ФИЛИАЛ АБ "РОССИЯ";040349788;30101810003490000788;Назначение платежа? Например, порядковый номер ED101 = 253
02;14;254;2022-12-18;4583001999;1;01;2022-05-17;52;УФК по Белгородской области;041480100;40116810940802320003;Избирательная комиссия ХМАО - Югры;271001005;40301810600000000001;Назначение платежа? Например, порядковый номер ED101 = 254
02;65;255;2022-12-18;4583001999;1;01;2004-12-30;30;УРАЛЬСКИЙ ФИЛИАЛ ПАО РОСБАНК;046577903;30101810200000000903;ФИЛИАЛ БАНКА "ВБРР" (АО) В Г. КРАСНОДАРЕ;040349521;30101810100000000521;Назначение платежа? Например, порядковый номер ED101 = 255
02;18;256;2022-12-18;4583001999;1;01;1995-03-27;20;АО НОКССБАНК;041806831;30101810000000000831;БАНК "НАЛЬЧИК" ООО;048327741;30101810700000000741;Назначение платежа? Например, порядковый номер ED101 = 256
02;96;257;2022-12-18;4583001999;1;01;2000-01-01;99;ИК ЧР;296000010;40301810700000000001;УРАЛЬСКИЙ Ф-Л ПАО "ПРОМСВЯЗЬБАНК";046577975;30101810500000000975;Назначение платежа? Например, порядковый номер ED101 = 257
02;45;258;2022-12-18;4583001999;1;01;2002-10-07;20;КБ "Новый век" (ООО);044525517;30101810845250000517;АО "Автоградбанк";049205878;30101810622029205878;Назначение платежа? Например, порядковый номер ED101 = 258
02;25;259;2022-12-18;4583001999;1;01;1994-10-25;20;КБ "Байкалкредобанк" (АО);043469751;30101810900000000872;АО КБ "МОДУЛЬБАНК";042520872;30101810800000000751;Назначение платежа? Например, порядковый номер ED101 = 259
02;45;260;2022-12-18;4583001999;1;01;2013-06-18;20;ООО "ОЗОН Банк";044525127;30101810345250000127;КУ АО КБ "РУБАНК" - ГК "АСВ";044525744;30101810045250000744;Назначение платежа? Например, порядковый номер ED101 = 260
02;45;261;2022-12-18;4583001999;1;01;1994-01-20;90;КУ Банк "Уссури" (АО) - ГК "АСВ";040813700;30101810100000000700;АО "Дальневосточный банк";040507705;30101810900000000705;Назначение платежа? Например, порядковый номер ED101 = 261
02;05;262;2022-12-18;4583001999;1;01;1994-01-20;20;ООО "Примтеркомбанк";040507717;30101810600000000717;ПАО "ЧЕЛЯБИНВЕСТБАНК";047501779;30101810400000000779;Назначение платежа? Например, порядковый номер ED101 = 262
02;10;263;2022-12-18;4583001999;1;01;1995-09-18;99;избирательная комиссия Амурской области;210000050;40301810000000000130;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ИРКУТСКОЙ ОБЛАСТИ;225000021;40301810600000000001;Назначение платежа? Например, порядковый номер ED101 = 263
02;47;264;2022-12-18;4583001999;1;01;2011-11-17;52;УФК по Мурманской области;044785102;40116810400000010016;ФИЛИАЛ № 6318 БАНКА ВТБ (ПАО);043601968;30101810422023601968;Назначение платежа? Например, порядковый номер ED101 = 264
02;61;265;2022-12-18;4583001999;1;01;1994-01-20;20;ООО "ЖИВАГО БАНК";046126744;30101810700000000744;БАНК "ВЯТИЧ" (ПАО);046126701;30101810400000000701;Назначение платежа? Например, порядковый номер ED101 = 265
02;28;266;2022-12-18;4583001999;1;01;2015-09-28;20;ООО КБ "ГЕФЕСТ";042809953;30101810028090000992;АО "Банк "Торжок";042809992;30101810928090000953;Назначение платежа? Например, порядковый номер ED101 = 266
02;05;267;2022-12-18;4583001999;1;01;1994-08-12;20;ПАО АКБ "Приморье";040507795;30101810800000000795;НКО "РКЦ ДВ" (АО);040507707;30103810305070000707;Назначение платежа? Например, порядковый номер ED101 = 267
02;05;268;2022-12-18;4583001999;1;01;2017-04-10;20;АО "Роял Кредит Банк";040507750;30101810105070000750;УРАЛЬСКИЙ ФИЛИАЛ АО КБ "СИТИБАНК";046577896;30101810100000000896;Назначение платежа? Например, порядковый номер ED101 = 268
02;47;269;2022-12-18;4583001999;1;01;2004-12-27;52;УФК по Мурманской области;044780100;40116810400000010008;ООО "КРОНА-БАНК";042520840;30101810000000000840;Назначение платежа? Например, порядковый номер ED101 = 269
02;45;270;2022-12-18;4583001999;1;01;2008-12-01;30;Ф-л Азиатско-Тихоокеанский Банк АО в г.Москва;044525754;30101810145250000754;Центральная избирательная комиссия Чувашской Республики;297000102;40202810100000310378;Назначение платежа? Например, порядковый номер ED101 = 270
02;29;271;2022-12-18;4583001999;1;01;2000-01-01;99;Избирательная комиссия Калужской области;229000080;40301810200000000001;Филиал "Возрождение" АО "БМ-Банк";044525774;30101810345250000774;Назначение платежа? Например, порядковый номер ED101 = 271
02;18;272;2022-12-18;4583001999;1;01;1995-09-05;99;ИКВО;218000225;40202810445370000002;АКБ "НООСФЕРА" (АО);048405718;30101810100000000718;Назначение платежа? Например, порядковый номер ED101 = 272
02;29;273;2022-12-18;4583001999;1;01;1994-01-20;20;ООО КБ "КАЛУГА";046850755;30101810100000000748;АО БАНК "ТКПБ";042908748;30101810600000000755;Назначение платежа? Например, порядковый номер ED101 = 273
02;34;274;2022-12-18;4583001999;1;01;1994-01-20;20;ООО "КОСТРОМАСЕЛЬКОМБАНК";043469720;30101810200000000720;ПРИО-ВНЕШТОРГБАНК (ПАО);046126708;30101810500000000708;Назначение платежа? Например, порядковый номер ED101 = 274
02;65;275;2022-12-18;4583001999;1;01;2001-10-05;30;ФИЛИАЛ ПАО "БАНК УРАЛСИБ" В Г. ЕКАТЕРИНБУРГ;046577446;30101810165770000446;КУ ООО ПИР Банк - ГК "АСВ";044525491;30101810945250000491;Назначение платежа? Например, порядковый номер ED101 = 275
02;19;276;2022-12-18;4583001999;1;01;2000-01-01;99;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ВОЛОГОДСКОЙ  ОБЛАСТИ;219000037;40301810100000000001;АО КБ "НИБ";043601842;30101810522023601842;Назначение платежа? Например, порядковый номер ED101 = 276
02;24;277;2022-12-18;4583001999;1;01;1994-01-20;20;АО БАНК НБС;042406718;30101810000000000718;КУ АКБ "ЛИНК-БАНК" (ОАО) - ГК "АСВ";044525144;30101810645250000144;Назначение платежа? Например, порядковый номер ED101 = 277
